POLE_ID,P_ALIAS,P_NAME,P_NAME_POR,P_NAME_EN,SID,ALIAS,NAME,NAME_POR,NAME_EN,ROUTE_NOS,lng,lat
783,M800_4,港珠澳大橋邊檢大樓,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,526,M800,港珠澳大橋邊檢大樓,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,103,113.57482765031583,22.20190422366038
785,M800_6,港珠澳大橋邊檢大樓,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,526,M800,港珠澳大橋邊檢大樓,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,103,113.57458107488004,22.201501100292155
786,M800_7,港珠澳大橋邊檢大樓,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,526,M800,港珠澳大橋邊檢大樓,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,102,113.57439882446795,22.201504575877465
790,T308_3,氹仔電訊,AV. SUN YAT SEN / CTM,AV. SUN YAT SEN / CTM,426,T308,氹仔電訊,AV. SUN YAT SEN / CTM,AV. SUN YAT SEN / CTM,"102,21A,26A,30,33,H3,N2,N3",113.55641810464606,22.160910089672686
791,T306_2,氹仔嘉樂庇馬路,EST. GOV. NOBRE CARVALHO,EST. GOV. NOBRE CARVALHO,192,T306,氹仔嘉樂庇馬路,EST. GOV. NOBRE CARVALHO,EST. GOV. NOBRE CARVALHO,"21A,36,N2,N3,N5,N6",113.5630865669639,22.15320389149632
792,T310_2,泉裕豪庭,CHUN U VILLA,CHUN U VILLA,462,T310,泉裕豪庭,CHUN U VILLA,CHUN U VILLA,"102,35,36,37,39,50B,MT5",113.5585734980528,22.15878039238869
793,T311_2,百利寶花園,TREASURE GARDEN,TREASURE GARDEN,464,T311,百利寶花園,TREASURE GARDEN,TREASURE GARDEN,"102,21A,26A,33,36,N2,N3,N5,N6",113.55909940126857,22.158084745542862
796,T339_4,花城公園,JARDIM CIDADE DAS FLORES,JARDIM CIDADE DAS FLORES,223,T339,花城公園,JARDIM CIDADE DAS FLORES,JARDIM CIDADE DAS FLORES,"102,15,26,30,30X,34,37,72,MT3,N2",113.55750822642818,22.156305828948376
797,T314_1,信虹花園,JARDIM LAMEIRAS,JARDIM LAMEIRAS,200,T314,信虹花園,JARDIM LAMEIRAS,JARDIM LAMEIRAS,"N2,N3,N5,N6",113.5598928196322,22.156361249689077
238,T360_1,連貫公路/新濠影匯,EST. DO ISTMO / STUDIO CITY,EST. DO ISTMO / STUDIO CITY,238,T360,連貫公路/新濠影匯,EST. DO ISTMO / STUDIO CITY,EST. DO ISTMO / STUDIO CITY,"102,15,21A,21AT,25,25B,25BS,26,26A,26AT,51A,51B,56,701X,MT4,N3,N6",113.56333955790653,22.140734183286455
800,T325_1,華寶花園,EDF. JARDIM DE VA POU,EDF. JARDIM DE VA POU,210,T325,華寶花園,EDF. JARDIM DE VA POU,EDF. JARDIM DE VA POU,"11,22,25B,26A,28A,33,MT1",113.55481598746,22.15569225564107
705,T376_1,連貫公路/巴黎人,EST. DO ISTMO / PARISIAN,EST. DO ISTMO / PARISIAN,522,T376,連貫公路/巴黎人,EST. DO ISTMO / PARISIAN,EST. DO ISTMO / PARISIAN,"15,21A,21AT,26,26A,26AT,701X,N3",113.56352896105389,22.144465680352422
707,T376_2,連貫公路/巴黎人,EST. DO ISTMO / PARISIAN,EST. DO ISTMO / PARISIAN,522,T376,連貫公路/巴黎人,EST. DO ISTMO / PARISIAN,EST. DO ISTMO / PARISIAN,"25,25AX,25B,25BS,51B,56,MT4",113.56354662237406,22.144818119065455
302,T374_1,澳門土木工程實驗室,L.E.C.M,L.E.C.M,302,T374,澳門土木工程實驗室,L.E.C.M,L.E.C.M,"26,35,50B,51A,MT1,N2,N5",113.5648200573269,22.15217379612566
393,T422_1,蓮花海濱大馬路/銀河-2,AV. M. FLOR DE LÓTUS/ GALAXY-2,AV. M. FLOR DE LÓTUS/ GALAXY-2,393,T422,蓮花海濱大馬路/銀河-2,AV. M. FLOR DE LÓTUS/ GALAXY-2,AV. M. FLOR DE LÓTUS/ GALAXY-2,"102,52,55,71,73,H3,N6",113.55265590007,22.145151780423284
394,T423_1,蓮花海濱大馬路/百老匯,AV. M. FLOR DE LÓTUS / BROADWAY,AV. M. FLOR DE LÓTUS / BROADWAY,394,T423,蓮花海濱大馬路/百老匯,AV. M. FLOR DE LÓTUS / BROADWAY,AV. M. FLOR DE LÓTUS / BROADWAY,"102,52,55,71,71S,73,H3,N6",113.55250981373102,22.1456013908038
564,T431_1,西灣大橋/海洋大馬路,PONTE DE SAI VAN / AV. DO OCEANO,PONTE DE SAI VAN / AV. DO OCEANO,436,T431,西灣大橋/海洋大馬路,PONTE DE SAI VAN / AV. DO OCEANO,PONTE DE SAI VAN / AV. DO OCEANO,"26,71,73,MT4,N2,N3",113.54189739970589,22.16287755544258
801,T551_2,澳大/研究生宿舍,UM / RESIDÊNCIA DE E. DE PÓS-GRADUAÇÃO,UM / RESIDÊNCIA DE E. DE PÓS-GRADUAÇÃO,402,T551,澳大/研究生宿舍,UM / RESIDÊNCIA DE E. DE PÓS-GRADUAÇÃO,UM / RESIDÊNCIA DE E. DE PÓS-GRADUAÇÃO,"72,N6",113.54631730693474,22.124858111959156
244,C653_2,金峰南岸/金譽峰,ONE OASIS / MAHOGANY TOWER,ONE OASIS / MAHOGANY TOWER,244,C653,金峰南岸/金譽峰,ONE OASIS / MAHOGANY TOWER,ONE OASIS / MAHOGANY TOWER,"21A,25,26,26A,50,59,N3",113.55866511073681,22.128251250012397
262,C673_1,九澳聖若瑟學校,ESCOLA DE S. JOSÉ DE KÁ-HÓ,ESCOLA DE S. JOSÉ DE KÁ-HÓ,262,C673,九澳聖若瑟學校,ESCOLA DE S. JOSÉ DE KÁ-HÓ,ESCOLA DE S. JOSÉ DE KÁ-HÓ,"15,21A",113.58248703613963,22.133562406514777
549,C674_1,九澳油庫,T. DE COMBUSTÍVEIS DO P. DE KÁ-HÓ,T. DE COMBUSTÍVEIS DO P. DE KÁ-HÓ,427,C674,九澳油庫,T. DE COMBUSTÍVEIS DO P. DE KÁ-HÓ,T. DE COMBUSTÍVEIS DO P. DE KÁ-HÓ,"15,21A",113.58940567677166,22.13353657212039
675,M18_1,牧場街總站,Rua dos Currais / TERMINAL,Rua dos Currais / TERMINAL,510,M18,牧場街總站,Rua dos Currais / TERMINAL,Rua dos Currais / TERMINAL,"16,16S",113.54668100599422,22.21519585362008
677,M18_3,牧場街總站,Rua dos Currais / TERMINAL,Rua dos Currais / TERMINAL,510,M18,牧場街總站,Rua dos Currais / TERMINAL,Rua dos Currais / TERMINAL,65,113.54658570470633,22.215362512527083
679,M18_5,牧場街總站,Rua dos Currais / TERMINAL,Rua dos Currais / TERMINAL,510,M18,牧場街總站,Rua dos Currais / TERMINAL,Rua dos Currais / TERMINAL,9,113.54670911186369,22.215328908638554
584,C685_1,聖路濟亞中心,CENTRO DE SANTA LUCIA,CENTRO DE SANTA LUCIA,449,C685,聖路濟亞中心,CENTRO DE SANTA LUCIA,CENTRO DE SANTA LUCIA,"15,21A",113.58772135396087,22.130815808102046
807,C690_2,蝴蝶谷大馬路總站,AV. VALE DAS BORBOLETAS / TERMINAL,AV. VALE DAS BORBOLETAS / TERMINAL,451,C690,蝴蝶谷大馬路總站,AV. VALE DAS BORBOLETAS / TERMINAL,AV. VALE DAS BORBOLETAS / TERMINAL,"25AX,51B,H3",113.56240974809187,22.128797281554927
808,C690_3,蝴蝶谷大馬路總站,AV. VALE DAS BORBOLETAS / TERMINAL,AV. VALE DAS BORBOLETAS / TERMINAL,451,C690,蝴蝶谷大馬路總站,AV. VALE DAS BORBOLETAS / TERMINAL,AV. VALE DAS BORBOLETAS / TERMINAL,51,113.56254348454773,22.12879726174478
809,C690_4,蝴蝶谷大馬路總站,AV. VALE DAS BORBOLETAS / TERMINAL,AV. VALE DAS BORBOLETAS / TERMINAL,451,C690,蝴蝶谷大馬路總站,AV. VALE DAS BORBOLETAS / TERMINAL,AV. VALE DAS BORBOLETAS / TERMINAL,55,113.5622777919434,22.128716043283603
810,C690_5,蝴蝶谷大馬路總站,AV. VALE DAS BORBOLETAS / TERMINAL,AV. VALE DAS BORBOLETAS / TERMINAL,451,C690,蝴蝶谷大馬路總站,AV. VALE DAS BORBOLETAS / TERMINAL,AV. VALE DAS BORBOLETAS / TERMINAL,52,113.56240974014241,22.12871639498863
