NETWORK_ID,ROUTE_NOS,lng,lat
14103,15,,
14099,"15,51B",,
14105,"15,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
14106,"21A,25,26,26A,26AT,50,51,51A,52,55,56,59,H3,N3,N5",,
14107,"21A,25,26,26A,26AT,50,51,51A,52,55,56,59,H3,N3,N5",,
14108,"15,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
14104,"15,25AX,51B",,
14111,"101XS,103",,
14110,"101XS,103,30,30X",,
14113,"34,51,51A,59,MT3",,
14112,"30,30X,34,51,51A,59,MT3",,
14109,"30,30X",,
14116,103,,
14118,"26,36,51,51A,59,AP1",,
14117,"26,36,51,51A,51B,59,AP1",,
14114,51B,,
14120,"15,21A,25,25AX,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
14121,"15,21A,25,25AX,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
14122,"15,21A,25,25AX,25B,25BS,26,26A,26AT,35,36,50,50B,51A,51B,56,AP1,MT1,MT4,N2,N3,N5,N6",,
14123,"15,21A,25,25AX,25B,25BS,26,26A,26AT,35,36,50,50B,51A,51B,56,AP1,MT1,MT4,N2,N3,N5,N6",,
14126,"101,101XS,102,103,51B",,
14125,"101,101XS,102,103",,
14128,103,,
14127,"103,51B",,
14124,51B,,
14131,"101,101XS,102,103",,
14133,"101,101XS,102,103,2A,51B",,
14132,"101,101XS,102,103,2A",,
14129,51B,,
14136,103,,
14135,"103,51B",,
14137,"101,101XS,102,103,51B",,
14138,"101,101XS,102,103",,
14134,51B,,
14141,37,,
14143,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
14142,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
14146,"26,51,51A,59,MT1,MT4,N2",,
14145,"26,51,51A,59,MT1,MT4,N2",,
14148,26,,
14147,"26,51A",,
14144,51A,,
14150,"26,37",,
14153,"26,37",,
14149,"26,37",,
14155,35,,
14158,35,,
14154,35,,
14159,"60,65",,
14160,"60,65",,
